case_id,case_run_id,case_campaign_id,case_execution_mode,case_tool,label_id,phase2_alert_uid,phase3_alert_uid,evidence_id,raw_line_number,label,event_role,event_time_utc,source_time_raw,normalized_agent_name,normalized_rule_id,normalized_rule_description,event_category,event_action,event_outcome,normalized_severity,mitre_technique_ids,normalization_status,link_source,match_rank,candidate_count,is_primary_candidate,case_summary,analyst_expected_conclusion
CASE-043,S10-MAN-R001,,manual,manual,,,alert_0f5c1262c79302ef025704eee15e170e,evidence_1aff015180d2698a865e03deb21c6813,5471,,case_window_context,2026-05-15T03:04:32.564000+00:00,2026-05-14T23:04:32.564-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,20,23,False,"Technique-focused case for S10-MAN-R001__T1053.003, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-043,S10-MAN-R001,,manual,manual,,,alert_d668d1dd4f436ea937a244a7fc69fe65,evidence_fe309a8cbd161a870f808fe9af24e6a0,5474,,case_window_context,2026-05-15T03:04:32.564000+00:00,2026-05-14T23:04:32.564-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,21,23,False,"Technique-focused case for S10-MAN-R001__T1053.003, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-043,S10-MAN-R001,,manual,manual,,,alert_ef84777c9481de9864b41d7e5ff8ebc8,evidence_4466b8f6714f0c9b074c54676e3bc307,5476,,case_window_context,2026-05-15T03:04:32.564000+00:00,2026-05-14T23:04:32.564-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,22,23,False,"Technique-focused case for S10-MAN-R001__T1053.003, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-043,S10-MAN-R001,,manual,manual,,,alert_b04eee627e28036d4798d289cf47c54d,evidence_404e30c008e6ade9b2fa7c7fd8519b05,5479,,case_window_context,2026-05-15T03:04:32.576000+00:00,2026-05-14T23:04:32.576-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,23,23,False,"Technique-focused case for S10-MAN-R001__T1053.003, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000365,ALERT-CCA0A6BBD7E1C5FF,alert_a7249a7ef27bb3fcd0358d8a6e8bbefc,evidence_22ded99d636fb99cbada63b1bb81961c,5433,attack_like,trigger,2026-05-15T03:02:29.983000+00:00,2026-05-14T23:02:29.983-0400,safesoc-lnx-01,100764,SafeAgentSOC S09 Linux discovery scenario marker,discovery,discovery_activity,unknown,medium,T1082;T1033;T1016,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000366,ALERT-2CAC2FE2F7E944C7,alert_9630673d8c8a39a745aa43b7bf179ece,evidence_115fa0e6c36f98a7d3a85358eb2e9485,5434,attack_like,trigger,2026-05-15T03:02:29.983000+00:00,2026-05-14T23:02:29.983-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000367,ALERT-D32E2C3F72683C3D,alert_7226fa5f4a415509df3698fee6c91afd,evidence_7e3f1b72e4ce9b106edf9746e03a7669,5435,attack_like,trigger,2026-05-15T03:02:29.997000+00:00,2026-05-14T23:02:29.997-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000368,ALERT-94C780327D1D63EF,alert_6e13139ae27a2f083374135acd0daa68,evidence_8363424a1d0acb6d770959460d60cac6,5436,attack_like,trigger,2026-05-15T03:02:30.498000+00:00,2026-05-14T23:02:30.498-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000369,ALERT-E537FDFFD53889B2,alert_7068e6b3a292495b31c8a8e940c13c78,evidence_0e2495568387e1f685a1c1e2e5b2d35c,5437,attack_like,supporting,2026-05-15T03:02:30.498000+00:00,2026-05-14T23:02:30.498-0400,safesoc-lnx-01,100764,SafeAgentSOC S09 Linux discovery scenario marker,discovery,discovery_activity,unknown,medium,T1082;T1033;T1016,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000370,ALERT-F0CF479E2445DA6F,alert_5d530be279a0b472156505579d640be2,evidence_9aced518b8bec2ca7213beca77ae7be7,5438,attack_like,supporting,2026-05-15T03:02:30.510000+00:00,2026-05-14T23:02:30.510-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000371,ALERT-1633D25C528AC21C,alert_176aa8a4baec773699a968d9ffc67c34,evidence_c584656ba225ff0a5f358621f936342b,5439,attack_like,supporting,2026-05-15T03:04:13.598000+00:00,2026-05-14T23:04:13.598-0400,safesoc-lnx-01,554,File added to the system.,file_activity,file_created,success,medium,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000372,ALERT-30733DDE88169F30,alert_cdc44f1ee4e64dd8ca626577d763c75f,evidence_80b7b979986ad1c5ae2c7e4216486039,5440,attack_like,supporting,2026-05-15T03:04:14.010000+00:00,2026-05-14T23:04:14.010-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000373,ALERT-8799732B967FB730,alert_9b704beed5ec16d5448c14da7ae333da,evidence_b2d81bb260bf9e3f7587a82242f05756,5441,attack_like,supporting,2026-05-15T03:04:14.010000+00:00,2026-05-14T23:04:14.010-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000374,ALERT-A86F8BE70ABAE69A,alert_1a02620c2f71b44fbb932d6144ce43a9,evidence_84746d18bab4b456de488635fad70139,5442,attack_like,supporting,2026-05-15T03:04:14.012000+00:00,2026-05-14T23:04:14.012-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000375,ALERT-1C1A11420A838A17,alert_ca0eac09cdf72e0b96acbb14a2053267,evidence_c70e154fee6b35826c78c4d2e19f1e15,5443,attack_like,supporting,2026-05-15T03:04:14.014000+00:00,2026-05-14T23:04:14.014-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000376,ALERT-D7FDAC9E31901D37,alert_2cd23c869a5764b3fd8f6ec6a52783e6,evidence_c1349b09b9c1a6d156176c7d04badfcd,5444,attack_like,supporting,2026-05-15T03:04:14.016000+00:00,2026-05-14T23:04:14.016-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000377,ALERT-627468661415508F,alert_5327b332f536441f6c10dffb5ade8f0e,evidence_af56314685e0827e2adfbafee49b1c71,5445,attack_like,supporting,2026-05-15T03:04:14.019000+00:00,2026-05-14T23:04:14.019-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000378,ALERT-88DA314F350F7925,alert_dba34681a6cd0a22d8f329a7e4d99816,evidence_4a583593ed65b6699c743946c3c241da,5446,attack_like,supporting,2026-05-15T03:04:14.022000+00:00,2026-05-14T23:04:14.022-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000379,ALERT-63E1506B000800FA,alert_383b8b88c5e372d6c79ca69996275fe6,evidence_deea33f466244b6d9ab043cffb5d6d7e,5447,attack_like,supporting,2026-05-15T03:04:14.024000+00:00,2026-05-14T23:04:14.024-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000380,ALERT-AAE9F598E668B630,alert_bb3e337995f2f648da2d035679bd5ae5,evidence_26e050b89d7b52dd773b0e2a58d58faa,5448,attack_like,supporting,2026-05-15T03:04:14.026000+00:00,2026-05-14T23:04:14.026-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000381,ALERT-3701B3C2571AFF94,alert_bab7cfa1aa08e7ba47f71f3be1ef3a74,evidence_91611050158578adb019c69347dfa48f,5449,attack_like,supporting,2026-05-15T03:04:14.029000+00:00,2026-05-14T23:04:14.029-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000382,ALERT-FBEE6AD5A558C5FE,alert_280a2013d64960de92c6e1b199c60f6f,evidence_851fdef739388406f8a70fb852d928cf,5450,attack_like,supporting,2026-05-15T03:04:14.032000+00:00,2026-05-14T23:04:14.032-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000383,ALERT-FA3FD4B2941B0642,alert_6f56a2bf5ef6b559952271791db72295,evidence_423b38b4ee815535596e75a46180cdfc,5451,attack_like,supporting,2026-05-15T03:04:14.034000+00:00,2026-05-14T23:04:14.034-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000384,ALERT-CA78BB173E271C81,alert_29ce6e13df635bdca0c7b5ab508c6c2c,evidence_88c48c0e199abcbf090bf9ccd8e2851a,5452,attack_like,supporting,2026-05-15T03:04:14.036000+00:00,2026-05-14T23:04:14.036-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000385,ALERT-24A91EC62FBDE9D9,alert_d3f723a55df8f9da228210317dbde2a1,evidence_21cdb8d14d7c3fc250ce01b675e0c316,5453,attack_like,supporting,2026-05-15T03:04:14.040000+00:00,2026-05-14T23:04:14.040-0400,safesoc-lnx-01,100765,SafeAgentSOC S10 Linux cron marker scenario,persistence,wazuh_rule_100765,unknown,medium,T1053.003,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000386,ALERT-51C21D7433411002,alert_3dd0f64a59f6c57d36ba931d75b2aa63,evidence_c64db74d5f602a9c33076ca85b22f053,5454,attack_like,supporting,2026-05-15T03:04:14.044000+00:00,2026-05-14T23:04:14.044-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000387,ALERT-DB76E45176C37092,alert_4ea512320abc0940e914b6c9a27538cf,evidence_c930d66301df97cb42a207f99ffa5c0c,5455,attack_like,supporting,2026-05-15T03:04:14.541000+00:00,2026-05-14T23:04:14.541-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000388,ALERT-4F7A5D508C67A0A2,alert_573bbf879f5d7a45907a2c7e9a5333e8,evidence_0073f951e8758f32303a29b7314e46b4,5456,attack_like,supporting,2026-05-15T03:04:14.541000+00:00,2026-05-14T23:04:14.541-0400,safesoc-lnx-01,100765,SafeAgentSOC S10 Linux cron marker scenario,persistence,wazuh_rule_100765,unknown,medium,T1053.003,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000389,ALERT-D76CD3E66B909AAA,alert_8e462c1af7692dc1ffee7f465141388f,evidence_5fc72efa3dc4f8c7e32346522c9f3f68,5457,attack_like,supporting,2026-05-15T03:04:14.545000+00:00,2026-05-14T23:04:14.545-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000390,ALERT-83B44B95E60B6585,alert_9d9984da7cb97dd3a39bcc1e09963e0c,evidence_d47af8f7c22c142f122e1464f37ee0e3,5458,attack_like,supporting,2026-05-15T03:04:14.548000+00:00,2026-05-14T23:04:14.548-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000391,ALERT-386FEC849F23D138,alert_c89b6297ffd5a0eacc09b7c8682f5058,evidence_da07e6c00ece4cec09b9e578ad3bdeae,5459,attack_like,supporting,2026-05-15T03:04:14.550000+00:00,2026-05-14T23:04:14.550-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000392,ALERT-B88C00DF957BC148,alert_5d945b3ffbe34220d930569e3bfb33ea,evidence_4f4d68b1e130f600b1cf75df5f2278cb,5460,attack_like,supporting,2026-05-15T03:04:14.553000+00:00,2026-05-14T23:04:14.553-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000393,ALERT-C21CEAE28A9CE4C1,alert_6fda31dcd414b6bb452d0cb304f46045,evidence_dd13a0f4b8f0c047ca99605b2a61c61c,5461,attack_like,supporting,2026-05-15T03:04:14.556000+00:00,2026-05-14T23:04:14.556-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000394,ALERT-EF0884FCFAF4CF26,alert_d7f4e7886f4894b8188b8f5e0de13800,evidence_c20244f8ab102a8ca26ed468bf0fa576,5462,attack_like,supporting,2026-05-15T03:04:14.558000+00:00,2026-05-14T23:04:14.558-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000395,ALERT-9E62F2C2DE8222C1,alert_f6e94dd4097b6527fd69e2c81e9dfed4,evidence_d98862b04d562102c1d9c7a953b3e396,5463,attack_like,supporting,2026-05-15T03:04:14.560000+00:00,2026-05-14T23:04:14.560-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000396,ALERT-DE01D26C61A51554,alert_5d1526a9936529d4896f15ae94a498eb,evidence_fab08a852e8b19db928d873c0fe913cf,5464,attack_like,supporting,2026-05-15T03:04:14.562000+00:00,2026-05-14T23:04:14.562-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000397,ALERT-655BF23B2B8DF1AA,alert_857a027649241ba0e3fc20e62d542c9b,evidence_3da59966bb9e63ab6c05af6cfcb6fb42,5465,attack_like,supporting,2026-05-15T03:04:14.565000+00:00,2026-05-14T23:04:14.565-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000398,ALERT-9565A462A8FB98AC,alert_c3b96eceb80cf3eae087deb9cda4db33,evidence_e9f8cf7a3fcffd52cd305c3c4f6de057,5466,attack_like,supporting,2026-05-15T03:04:14.568000+00:00,2026-05-14T23:04:14.568-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000399,ALERT-DCAA33FE76D48242,alert_a5410ff1bc79701a963a8bcbb6282526,evidence_701869894eed84be412b50cff762d9b9,5467,attack_like,supporting,2026-05-15T03:04:14.571000+00:00,2026-05-14T23:04:14.571-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000400,ALERT-37324340E33FF18D,alert_96a7cb38c34258117e8408157489f0cd,evidence_f9d2b566fa8f767b4e4d2e6f35d51fb0,5468,attack_like,supporting,2026-05-15T03:04:14.573000+00:00,2026-05-14T23:04:14.573-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-044,S09-MAN-R002,,manual,manual,LBL-000401,ALERT-8875603CC22FA59D,alert_78276208ea7e6f0f52f61e57dbc71671,evidence_f910ab5f106348d033bbdfe427675144,5469,attack_like,supporting,2026-05-15T03:04:14.576000+00:00,2026-05-14T23:04:14.576-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,ground_truth_label_match,1,1,True,"Technique-focused case for S09-MAN-R002__T1082/T1033/T1016, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-045,S07-MAN-R001,,manual,manual,,,alert_1559741668d0f2bc251c23d9af09b262,evidence_980733959d1bdd911912bffe979a91b5,5335,,case_window_context,2026-05-15T01:45:59.557000+00:00,2026-05-14T21:45:59.557-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,1,16,False,"Technique-focused case for S07-MAN-R001__T1110.001, grouping alerts by run and MITRE technique.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
